flight_number,name,date_utc,rocket_id,rocket_name,launchpad_id,launchpad_name,success,failures,details,crew_count,payloads_count,cores_reused,landing_success,landing_type
109,Starlink-15 (v1.0),2020-11-25T02:13:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission will launch the fifteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40, Cape Canaveral Air Force Station. It will be the sixteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude of 550 km. The booster for this mission is expected to land on an ASDS.",0,1,1,1,ASDS
110,CRS-21,2020-12-06T16:17:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX's 21st ISS resupply mission on behalf of NASA and the first under the CRS-2 contract, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. The external payload for this mission is the Nanoracks Bishop Airlock. Falcon 9 and Dragon launch from LC-39A, Kennedy Space Center and the booster is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,1,1,ASDS
111,SXM-7,2020-12-13T17:30:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"SpaceX will launch the first of two next generation high power S-band broadcast satellites for SiriusXM. The spacecraft will be delivered into a geostationary transfer orbit and the booster will be recovered downrange. The spacecraft is built by Space Systems Loral (SSL) on the SSL 1300 platform and includes two solar arrays producing 20kW, and an unfurlable antenna dish. SXM-7 will replace XM-3 in geostationary orbit.",0,1,1,1,ASDS
112,NROL-108,2020-12-19T14:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX will launch NROL-108 for the National Reconnaissance Office aboard a Falcon 9 from SLC-40, Cape Canaveral Air Force Station. The booster for this mission is expected to land at LZ-1.",0,1,1,1,RTLS
113,Turksat 5A,2021-01-08T02:15:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"SpaceX will launch the first of two next generation satellites on contract for Türksat. Türksat 5A is a Ku-band broadcast satellite built by Airbus Defense and Space and based on the Electric Orbit Raising version of the Eurostar E3000 platform. This spacecraft will be delivered into a transfer orbit and will then raise itself to its operational 31° East geostationary orbit to serve Turkey, the Middle East, Europe, North Africa and South Africa. The booster for this mission will be recovered dow",0,1,1,1,ASDS
114,Starlink-16 (v1.0),2021-01-20T13:02:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"This mission launches the sixteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40 or LC-39A. It is the seventeenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
115,Transporter-1,2021-01-24T15:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,SpaceX will launch a dedicated rideshare mission from SLC-40 or LC-39A. The spacecraft will be delivered into a sun-synchronous orbit. The booster for this mission is expected to land on an ASDS.,0,1,1,1,ASDS
116,Starlink-18 (v1.0),2021-02-04T06:19:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the eighteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the nineteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
117,Starlink-19 (v1.0),2021-02-16T03:59:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the eighteenth batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the nineteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,0,ASDS
118,Starlink-17 (v1.0),2021-03-04T08:24:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"This mission launches the sixteenth batch of operational Starlink satellites, which are version 1.0, from LC-39A. It is the eighteenth Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
119,Starlink-20 (v1.0),2021-03-11T08:13:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 20th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 21st Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
120,Starlink-21 (v1.0),2021-03-14T10:01:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"This mission launches the 21st batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 22nd Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
121,Starlink-22 (v1.0),2021-03-24T08:28:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 22nd batch of operational Starlink satellites, which are version 1.0, from or SLC-40. It is the 23rd Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
122,Starlink-23 (v1.0),2021-04-07T16:34:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 23rd batch of operational Starlink satellites, which are version 1.0, from or SLC-40 or LC-39A. It is the 24th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
123,Crew-2,2021-04-23T09:49:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX launches the second operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Program, carrying NASA astronauts Shane Kimbrough, Megan McArthur, Thomas Pesquet, and Akihiko Hoshide to the International Space Station. The Falcon 9 and Crew Dragon lift off from LC-39A, Kennedy Space Center. Both the booster and the capsule have flown previously, each a first for a commercial crew flight. The booster for this mission is expected to land on an ASDS. The mission will be ",4,1,1,1,ASDS
124,Starlink-24 (v1.0),2021-04-29T03:44:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 24th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 25th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
125,Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"This mission launches the 25th batch of operational Starlink satellites, which are version 1.0, from LC-39A. It is the 26th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on OCISLY.",0,1,1,1,ASDS
126,Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 26th batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the 27th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,1,1,1,ASDS
127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"This mission launches the 27th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 28th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",0,3,1,1,ASDS
128,Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"This mission launches the 28th batch of operational Starlink satellites, which were version 1.0, from SLC-40. It was the 29th Starlink launch overall. The satellites plan to be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on ASDS JRTI.",0,1,1,1,ASDS
129,CRS-22 & IROSA,2021-06-03T17:29:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX's 22nd ISS resupply mission on behalf of NASA, this mission sends essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. The external payload for this mission is the first pair of ISS Roll Out Solar Arrays. Falcon 9 and Dragon launch from LC-39A, Kennedy Space Center and the booster is expected to land on an ASDS. The mission will be complete with splashdown and recovery of the capsule and down cargo.",0,1,0,1,ASDS
130,SXM-8,2021-06-06T04:26:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"SpaceX launches the second of two next generation satellites for SiriusXM from SLC-40, Cape Canaveral Space Force Station. The spacecraft will be delivered into a sub-synchronous geostationary transfer orbit and will replace XM-4 in geostationary orbit. The booster for this mission will land on an ASDS.",0,1,1,1,ASDS
131,GPS III SV05,2021-06-17T16:09:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"SpaceX's fourth GPS III launch will use the first stage from the previous GPS mission. This will be the first time a National Security Space Launch has flown on a flight proven booster. Falcon 9 will launch from SLC-40, Cape Canaveral and the booster will land downrange on a drone ship. GPS III is the third generation of the U.S. Space Force's NAVSTAR Global Positioning System satellites, developed by Lockheed Martin. The GPS III constellation will feature a cross-linked command and control arch",0,1,1,1,ASDS
132,Transporter-2,2021-06-30T19:31:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of SpaceX's Rideshare program dedicated to smallsat customers. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings. This rideshare takes approximately 90 satellites and hosted payloads into orbit on a variety of deployers including three free-flying spacecraft which dispense their ",0,1,1,1,RTLS
133,CRS-23,2021-08-29T07:14:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX's 23rd ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,1,1,ASDS
134,Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
135,Inspiration4,2021-09-16T00:02:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"Inspiration4 is the world’s first all-civilian mission to space. The mission will be commanded by Jared Isaacman, the 37-year-old founder and Chief Executive Officer of Shift4 Payments and an accomplished pilot and adventurer. Inspiration4 will leave Earth from Kennedy Space Center’s historic Launch Complex 39A, the embarkation point for Apollo and Space Shuttle missions, and travel across a low earth orbit on a multi-day journey that will continually eclipse more than 90% of the earth’s populat",4,1,1,1,ASDS
136,Crew-3,2021-11-11T02:03:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX will launch the third operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Program, carrying four astronauts to the International Space Station, including 1 international partner This mission will fly on a new capsule and a once used booster. The booster will land downrange on a drone ship. The Crew-2 mission returns from the space station in November.",4,1,1,1,ASDS
137,Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
138,DART,2021-11-24T06:20:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,"NASA's Double Asteroid Redirect Test (DART) will demonstrate the use of a kinetic impactor to alter an asteroid's trajectory, an intervention that could be used in the future to prevent devastating Earth impacts. The target system consists of Didymos, 780 meters in diameter, and its moonlet Dimorphos, 160 meters. The DART spacecraft will intercept the double asteroid, using autonomous guidance to crash into the smaller one. Moving at about 6 km/s, the transferred momentum should alter Dimorphos'",0,1,1,1,ASDS
139,Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
140,IXPE,2021-12-09T06:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
141,Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,The mission consists in launching 52 Starlink v1.5 satellites to Shell number 4 at 53.2°. This is unusual as the mission is launching from Vandenberg as these missions usually launch from the East Coast.,0,1,1,1,ASDS
142,Türksat 5B,2021-12-19T03:58:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"The Türksat 5B communication satellite, which its construction work continues at Airbus Defense and Space's facilities in Toulouse, France, will soon be sent to the Cape Canaveral Space Launch Station located in Florida, United States. The satellite will be launched into space onboard the Falcon 9 rocket following pre-launch preparations. With an estimated in-orbit lifetime of 30 years and the aim of securing Turkey’s orbital and frequency rights, Türksat 5B will be launched into an orbital slot",0,1,1,1,ASDS
143,CRS-24,2021-12-21T10:06:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"SpaceX's 24th ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",0,1,0,1,ASDS
144,Starlink 4-5 (v1.5),2022-01-06T21:49:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
145,Transporter-3,2022-01-13T15:25:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,RTLS
146,Starlink 4-6 (v1.5),2022-01-19T00:04:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
147,CSG-2,2022-01-31T23:11:12.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of CSG-2 Mission. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings",0,1,1,1,RTLS
148,NROL-87,2022-02-02T20:18:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,0,1,RTLS
149,Starlink 4-7 (v1.5),2022-02-03T18:13:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
150,Starlink 4-8 (v1.5),2022-02-21T14:44:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
151,Starlink 4-11 (v1.5),2022-02-25T17:12:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
152,Starlink 4-9 (v1.5),2022-03-03T14:35:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
153,Starlink 4-10 (v1.5),2022-03-09T13:45:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
154,Starlink 4-12 (v1.5),2022-03-19T03:24:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
155,Transporter-4,2022-04-01T16:24:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
156,Ax-1,2022-04-08T15:17:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,"Axiom Mission 1 (or Ax-1) is a planned SpaceX Crew Dragon mission to the International Space Station (ISS), operated by SpaceX on behalf of Axiom Space. The flight will launch no earlier than 31 March 2022 and send four people to the ISS for an eight-day stay",4,1,1,1,ASDS
157,NROL-85,2022-04-17T13:13:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,RTLS
158,Starlink 4-14 (v1.5),2022-04-21T15:16:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
159,Crew-4,2022-04-27T07:52:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,4,1,1,1,ASDS
160,Starlink 4-16 (v1.5),2022-04-29T21:27:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
161,Starlink 4-17 (v1.5),2022-05-06T09:42:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
162,Starlink 4-13 (v1.5),2022-05-13T22:07:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
163,Starlink 4-15 (v1.5),2022-05-14T20:40:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,0,1,ASDS
164,Starlink 4-18 (v1.5),2022-05-18T10:40:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
165,Transporter-5,2022-05-25T18:27:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,RTLS
166,Nilesat-301,2022-06-08T21:04:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
167,Starlink 4-19 (v1.5),2022-06-01T17:08:50.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
168,SARah 1,2022-06-18T14:19:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,RTLS
169,Globalstar FM15,2022-06-19T04:27:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
170,SES-22,2022-06-29T21:04:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
171,Starlink 4-21 (v1.5),2022-07-07T13:11:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
172,Starlink 3-1 (v1.5),2022-07-11T01:39:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,0,0,,0,1,1,1,ASDS
173,CRS-25,2022-07-15T00:44:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
174,Starlink 4-22 (v1.5),2022-07-17T14:50:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
175,Starlink 3-2 (v1.5),2022-07-21T17:13:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
176,Starlink 4-25 (v1.5),2022-07-24T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
177,KPLO,2022-08-04T23:08:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
178,Starlink 4-26 (v1.5),2022-08-09T22:57:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
179,Starlink 3-3 (v1.5),2022-08-12T21:30:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
180,Starlink 4-27 (v1.5),2022-08-19T19:24:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
181,Starlink 4-23 (v1.5),2022-08-28T02:22:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,1,1,1,ASDS
182,Starlink 3-4 (v1.5),2022-08-31T05:40:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,1,0,,0,1,1,1,ASDS
183,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05T02:09:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,2,1,1,ASDS
184,Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11T01:10:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,0,2,1,1,ASDS
185,Starlink 4-34 (v1.5),2022-09-17T01:05:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
186,Starlink 4-35 (v1.5),2022-09-24T23:30:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,1,0,,0,1,1,1,ASDS
187,Crew-5,2022-10-05T16:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,1,0,,4,1,0,1,ASDS
188,USSF-44,2022-11-01T13:41:00.000Z,5e9d0d95eda69974db09d1ed,Falcon Heavy,5e9e4502f509094188566f88,KSC LC 39A,0,0,,0,1,0,0,
188,Starlink 4-36 (v1.5),2022-10-20T14:50:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,1,0,0,
188,Galaxy 33 (15R) & 34 (12R),2022-10-08T23:05:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
188,Hotbird 13F,2022-10-15T05:22:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
189,Hotbird 13G,2022-11-03T03:24:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
191,Galaxy 31 (23R) & 32 (17R),2022-11-08T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
192,Eutelsat 10B,2022-11-15T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
193,ispace Mission 1 & Rashid,2022-11-22T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
194,CRS-26,2022-11-18T22:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509094188566f88,KSC LC 39A,0,0,,0,0,0,0,
195,Starlink 4-37 (v1.5),2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
196,"O3b mPower 1,2",2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,1,0,0,
197,SWOT,2022-12-05T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,0,0,,0,0,0,0,
198,SES-18 & SES-19,2022-11-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
198,Transporter-6,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,0,0,0,
199,TTL-1,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4502f509092b78566f87,VAFB SLC 4E,0,0,,0,1,0,0,
200,WorldView Legion 1 & 2,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,1,0,0,
202,Viasat-3 & Arcturus,2022-12-01T00:00:00.000Z,5e9d0d95eda69974db09d1ed,Falcon Heavy,5e9e4502f509094188566f88,KSC LC 39A,0,0,,0,0,0,0,
203,O3b mPower 3.4,2022-12-01T00:00:00.000Z,5e9d0d95eda69973a809d1ec,Falcon 9,5e9e4501f509094ba4566f84,CCSFS SLC 40,0,0,,0,1,0,0,
